,Unnamed: 0,City,Common_Names,Country,County,Family_x,GBReference_title,GenBank,Genus_x,Latitude,Location,Longitude,Order_x,ScientificName_x,State,Test,Virus,Virus_Confirmed,Confirmation,Virus_Family,Year,accession,referenceID,Host,MatchHost,MatchRatio,Species ID,Kingdom,Phylum,Class,Order_y,Family_y,Genus_y,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned,ScientificName_y
992,5537,,,USA,,CORVIDAE,"{u'GBReference_position': '1..2004', u'GBReference_reference': '1', u'GBReference_authors': ['Phillips,J.E.', 'Stallknecht,D.E.', 'Perkins,T.A.', 'McClure,N.S.', 'Mead,D.G.'], u'GBReference_journal': 'Virus Genes 49 (1), 132-136 (2014)', u'GBReference_pubmed': '24691819', u'GBReference_xref': [{u'GBXref_id': '10.1007/s11262-014-1061-0', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Evolutionary dynamics of West Nile virus in Georgia, 2001-2011'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,18-Jul-01,KC883693,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
993,5538,,,USA,,CORVIDAE,"{u'GBReference_position': '1..2004', u'GBReference_reference': '1', u'GBReference_authors': ['Phillips,J.E.', 'Stallknecht,D.E.', 'Perkins,T.A.', 'McClure,N.S.', 'Mead,D.G.'], u'GBReference_journal': 'Virus Genes 49 (1), 132-136 (2014)', u'GBReference_pubmed': '24691819', u'GBReference_xref': [{u'GBXref_id': '10.1007/s11262-014-1061-0', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Evolutionary dynamics of West Nile virus in Georgia, 2001-2011'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,3-Aug-01,KC883692,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
994,5539,,,USA,,CORVIDAE,"{u'GBReference_position': '1..2004', u'GBReference_reference': '1', u'GBReference_authors': ['Phillips,J.E.', 'Stallknecht,D.E.', 'Perkins,T.A.', 'McClure,N.S.', 'Mead,D.G.'], u'GBReference_journal': 'Virus Genes 49 (1), 132-136 (2014)', u'GBReference_pubmed': '24691819', u'GBReference_xref': [{u'GBXref_id': '10.1007/s11262-014-1061-0', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Evolutionary dynamics of West Nile virus in Georgia, 2001-2011'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,3-Aug-01,KC883691,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
995,5541,,,USA,,CORVIDAE,"{u'GBReference_position': '1..2004', u'GBReference_reference': '1', u'GBReference_authors': ['Phillips,J.E.', 'Stallknecht,D.E.', 'Perkins,T.A.', 'McClure,N.S.', 'Mead,D.G.'], u'GBReference_journal': 'Virus Genes 49 (1), 132-136 (2014)', u'GBReference_pubmed': '24691819', u'GBReference_xref': [{u'GBXref_id': '10.1007/s11262-014-1061-0', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Evolutionary dynamics of West Nile virus in Georgia, 2001-2011'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,10-Aug-01,KC883689,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
996,5543,,,USA,,CORVIDAE,"{u'GBReference_position': '1..2004', u'GBReference_reference': '1', u'GBReference_authors': ['Phillips,J.E.', 'Stallknecht,D.E.', 'Perkins,T.A.', 'McClure,N.S.', 'Mead,D.G.'], u'GBReference_journal': 'Virus Genes 49 (1), 132-136 (2014)', u'GBReference_pubmed': '24691819', u'GBReference_xref': [{u'GBXref_id': '10.1007/s11262-014-1061-0', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Evolutionary dynamics of West Nile virus in Georgia, 2001-2011'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,5-May-01,KC883687,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
997,5617,,,USA,,CORVIDAE,"{u'GBReference_position': '1..10988', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2003,KJ501527,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
998,5622,,,USA,,CORVIDAE,"{u'GBReference_position': '1..10976', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2004,KJ501522,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
999,5625,,,USA,,CORVIDAE,"{u'GBReference_position': '1..10973', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2002,KJ501519,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
1000,5627,,,USA,,CORVIDAE,"{u'GBReference_position': '1..10979', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2002,KJ501517,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
1001,5628,,,USA,,CORVIDAE,"{u'GBReference_position': '1..11029', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2001,KJ501516,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
1002,5630,,,USA,,CORVIDAE,"{u'GBReference_position': '1..10979', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2002,KJ501514,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
1003,5632,,,USA,,CORVIDAE,"{u'GBReference_position': '1..10998', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2001,KJ501512,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
1004,5638,,,USA,,CORVIDAE,"{u'GBReference_position': '1..10974', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2003,KJ501506,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
1005,5639,,,USA,,CORVIDAE,"{u'GBReference_position': '1..10953', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2002,KJ501505,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
1006,5642,,,USA,,CORVIDAE,"{u'GBReference_position': '1..11033', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2002,KJ501502,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
1007,5643,,,USA,,CORVIDAE,"{u'GBReference_position': '1..11000', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2002,KJ501501,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
1008,5650,,,USA,,CORVIDAE,"{u'GBReference_position': '1..10979', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2001,KJ501494,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
1009,5653,,,USA,,CORVIDAE,"{u'GBReference_position': '1..11019', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2002,KJ501491,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
1010,5654,,,USA,,CORVIDAE,"{u'GBReference_position': '1..10953', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2002,KJ501490,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
1011,5655,,,USA,,CORVIDAE,"{u'GBReference_position': '1..11010', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2002,KJ501489,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
1012,5657,,,USA,,CORVIDAE,"{u'GBReference_position': '1..10978', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2005,KJ501487,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
1013,5660,,,USA,,CORVIDAE,"{u'GBReference_position': '1..10979', u'GBReference_reference': '1', u'GBReference_authors': ['Newman,R.M.', 'Zody,M.C.', 'Ip,H.', 'Poon,T.W.', 'Charlebois,P.', 'Weiner,B.', 'Yang,X.', 'Piper,M.E.', 'Fitzgerald,M.', 'McCowan,C.', 'Young,S.', 'Gargeya,S.', 'Levin,J.', 'Malboeuf,C.', 'Qu,J.', 'Ireland,A.', 'Chapman,S.B.', 'Murphy,C.', 'Wortman,J.', 'Nusbaum,C.', 'Birren,B.'], u'GBReference_journal': 'Submitted (24-FEB-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA', u'GBReference_consortium': 'The Broad Institute Genomics Platform; The Broad Institute Genome Sequencing Center for Infectious Disease', u'GBReference_title': 'Direct Submission'}",1.0,,,,,PASSERIFORMES,Corvus brachyrhynchos,,nucleotide,West Nile virus,1,1,Flaviviridae,2002,KJ501484,GenBank,Corvus brachyrhynchos,Corvus brachyrhynchos,100,22705990.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Corvus,brachyrhynchos,"Brehm, 1822",,,,,,American Crow,,,LC,,3.1,2012.0,increasing,N,Corvus brachyrhynchos
